"抓取日期","所在页面","商品编号","商品标题","商品价格","商品URL","收货数量","店铺名称","发货地","店铺URL"
"2021-01-12","1","628431945097","新鲜水果正宗山东烟台苹果栖霞红富士10脆甜斤当季冰糖心一整箱装","28.80","https://detail.tmall.com/item.htm?id=628431945097&ns=1&abbucket=3","1.0万+人收货","照旺庄旗舰店","山东 烟台","https://store.taobao.com/shop/view_shop.htm?user_number_id=3926079329"
"2021-01-12","1","633234510308","新疆阿克苏冰糖心苹果水果新鲜当季整箱10斤红富士丑苹果批发包邮","29.80","https://detail.tmall.com/item.htm?id=633234510308&ns=1&abbucket=3","1.0万+人收货","百年达旗舰店","新疆 阿克苏","https://store.taobao.com/shop/view_shop.htm?user_number_id=2208925849731"
"2021-01-12","1","600523613130","新鲜水果当季蛇果甘肃天水花牛苹果10斤整箱礼县粉面刮泥批发包邮","24.80","https://detail.tmall.com/item.htm?id=600523613130&ns=1&abbucket=3","1.0万+人收货","鲜果颂旗舰店","甘肃 天水","https://store.taobao.com/shop/view_shop.htm?user_number_id=4215684831"
"2021-01-12","1","629130398303","凸凸苹果水果新鲜6枚盒装陕西延安皮薄多汁红富士当季整箱脆甜","32.80","https://detail.tmall.com/item.htm?id=629130398303&ns=1&abbucket=3","1.0万+人收货","凸凸水果旗舰店","陕西 延安","https://store.taobao.com/shop/view_shop.htm?user_number_id=2209029016348"
"2021-01-12","1","584401637844","红富士苹果水果新鲜10脆甜一山东斤栖霞烟台当季整箱礼盒顺丰包邮","26.80","https://detail.tmall.com/item.htm?id=584401637844&ns=1&abbucket=3","1.0万+人收货","梦强旗舰店","山东 烟台","https://store.taobao.com/shop/view_shop.htm?user_number_id=2200577669895"
"2021-01-12","1","632016949016","【刘涛推荐】盒马阿克苏冰糖心苹果净重5斤80mm+新鲜水果红富士","39.90","https://detail.tmall.com/item.htm?id=632016949016&ns=1&abbucket=3","1.0万+人收货","盒马鲜生旗舰店","上海","https://store.taobao.com/shop/view_shop.htm?user_number_id=3012860579"
"2021-01-12","1","595221557511","苹果水果新鲜当季整箱10斤装陕西红富士应季平果脆甜冰糖心丑萍果","14.90","https://detail.tmall.com/item.htm?id=595221557511&ns=1&abbucket=3","1.0万+人收货","福瑞达旗舰店","陕西 渭南","https://store.taobao.com/shop/view_shop.htm?user_number_id=2627785630"
"2021-01-12","1","633296650314","陕西红富士苹果10斤水果新鲜应当季整箱现摘包邮冰糖心平安果脆甜","16.80","https://detail.tmall.com/item.htm?id=633296650314&ns=1&abbucket=3","1.0万+人收货","优亩甜旗舰店","陕西 西安","https://store.taobao.com/shop/view_shop.htm?user_number_id=3548737978"
"2021-01-12","1","614035503744","山东烟台栖霞红富士苹果水果新鲜一级包邮斤当季整箱糖心脆萍平果","59.80","https://detail.tmall.com/item.htm?id=614035503744&ns=1&abbucket=3","1.0万+人收货","猴农水果旗舰店","山东 烟台","https://store.taobao.com/shop/view_shop.htm?user_number_id=3889382315"
"2021-01-12","1","623875204021","平安果天水花牛苹果10斤水果新鲜应当季蛇果整箱花牛冰糖心丑包邮","18.80","https://detail.tmall.com/item.htm?id=623875204021&ns=1&abbucket=3","1.0万+人收货","红高粱食品旗舰店","甘肃 天水","https://store.taobao.com/shop/view_shop.htm?user_number_id=2830136561"
"2021-01-12","1","632951229373","现摘现发脆甜多汁陕西丑苹果不打蜡扶农红富士10斤糖心限时优惠","49.90","https://item.taobao.com/item.htm?id=632951229373&ns=1&abbucket=3#detail","1.0万+人收货","小袁景001","陕西 西安","https://store.taobao.com/shop/view_shop.htm?user_number_id=3785745182"
"2021-01-12","1","630505744918","苹果水果礼盒装送人送礼一箱高档批带字印字蛇果新鲜当季整箱年货","45.60","https://detail.tmall.com/item.htm?id=630505744918&ns=1&abbucket=3","1.0万+人收货","梦强旗舰店","山东 烟台","https://store.taobao.com/shop/view_shop.htm?user_number_id=2200577669895"
"2021-01-12","1","631639507291","新鲜陕西红富士苹果水果冰糖心孕妇应季丑平果10现摘十斤整箱包邮","18.90","https://detail.tmall.com/item.htm?id=631639507291&ns=1&abbucket=3","1.0万+人收货","良味果旗舰店","陕西 渭南","https://store.taobao.com/shop/view_shop.htm?user_number_id=2208127235844"
"2021-01-12","1","629624605273","正宗新疆阿克苏冰糖心苹果新鲜红富士水果5/10斤带箱顺丰包邮精选","17.80","https://detail.tmall.com/item.htm?id=629624605273&ns=1&abbucket=3","1.0万+人收货","珠佃园旗舰店","新疆 阿克苏","https://store.taobao.com/shop/view_shop.htm?user_number_id=2206679099099"
"2021-01-12","1","574093298500","云南昭通冰糖心丑苹果水果新鲜10斤当季现摘红富士整箱大野生包邮","19.80","https://detail.tmall.com/item.htm?id=574093298500&ns=1&abbucket=3","1.0万+人收货","泓承旗舰店","云南 昭通","https://store.taobao.com/shop/view_shop.htm?user_number_id=3614814724"
"2021-01-12","1","598103850880","苹果水果新鲜10斤山西红富士丑苹果冰糖心脆甜批现季当季一十整箱","17.80","https://detail.tmall.com/item.htm?id=598103850880&ns=1&abbucket=3","1.0万+人收货","百果旺旗舰店","山西 运城","https://store.taobao.com/shop/view_shop.htm?user_number_id=2201298385234"
"2021-01-12","1","625854556493","【芭芭农场】甘肃花牛苹果净重5斤中果一果两吃辅食粉果当季水果","29.90","https://detail.tmall.com/item.htm?id=625854556493&ns=1&abbucket=3","1.0万+人收货","盒马鲜生旗舰店","上海","https://store.taobao.com/shop/view_shop.htm?user_number_id=3012860579"
"2021-01-12","1","576631050280","甘肃天水花牛苹果水果新鲜应季整箱10斤包邮平安果当季粉面红蛇果","29.80","https://detail.tmall.com/item.htm?id=576631050280&ns=1&abbucket=3","1.0万+人收货","慕达旗舰店","甘肃 天水","https://store.taobao.com/shop/view_shop.htm?user_number_id=3533298558"
"2021-01-12","1","634454827367","新疆阿克苏冰糖心苹果10斤新鲜红富士水果应当季丑萍果5整箱包邮","20.90","https://detail.tmall.com/item.htm?id=634454827367&ns=1&abbucket=3","1.0万+人收货","甘福园旗舰店","新疆 阿克苏","https://store.taobao.com/shop/view_shop.htm?user_number_id=3015214310"
"2021-01-12","1","604969362376","山西冰糖心苹果10斤批新鲜水果当季应季红富士丑苹果整箱现季脆甜","20.80","https://detail.tmall.com/item.htm?id=604969362376&ns=1&abbucket=3","1.0万+人收货","喜多鲜旗舰店","山西 运城","https://store.taobao.com/shop/view_shop.htm?user_number_id=4179999320"
"2021-01-12","2","624086313246","花牛苹果3斤 新鲜水果现摘现发【饿了么果园】","24.90","https://detail.tmall.com/item.htm?id=624086313246&ns=1&abbucket=3","9500+人收货","觅蜂果果云顶专卖店","陕西 西安","https://store.taobao.com/shop/view_shop.htm?user_number_id=2208689021650"
"2021-01-12","2","559850680484","云南昭通丑苹果冰糖心苹果水果脆甜红富士10斤苹果新鲜整箱包邮","18.80","https://detail.tmall.com/item.htm?id=559850680484&ns=1&abbucket=3","9500+人收货","翠蕊旗舰店","云南 昭通","https://store.taobao.com/shop/view_shop.htm?user_number_id=3417230807"
"2021-01-12","2","564439996062","新鲜苹果水果10斤脆甜包邮陕西当季水果整箱冰糖心现季丑红富士","19.80","https://detail.tmall.com/item.htm?id=564439996062&ns=1&abbucket=3","9000+人收货","红高粱食品旗舰店","江苏 徐州","https://store.taobao.com/shop/view_shop.htm?user_number_id=2830136561"
"2021-01-12","2","628676786155","苹果水果当季新鲜陕西红富士丑苹果冰糖心一整箱10斤批发包邮脆甜","25.80","https://detail.tmall.com/item.htm?id=628676786155&ns=1&abbucket=3","8500+人收货","秦东家旗舰店","陕西 渭南","https://store.taobao.com/shop/view_shop.htm?user_number_id=3967076166"
"2021-01-12","2","631173011453","大凉山丑苹果9斤包邮新鲜当季水果糖心苹果红富士脆甜苹果10整箱","16.80","https://detail.tmall.com/item.htm?id=631173011453&ns=1&abbucket=3","8500+人收货","甄小二旗舰店","四川 凉山","https://store.taobao.com/shop/view_shop.htm?user_number_id=2207919760452"
"2021-01-12","2","575419495977","烟台红富士苹果水果10斤新鲜山东栖霞特产脆甜丑萍果当季带整箱十","19.90","https://detail.tmall.com/item.htm?id=575419495977&ns=1&abbucket=3","8500+人收货","甘福园旗舰店","山东 烟台","https://store.taobao.com/shop/view_shop.htm?user_number_id=3015214310"
"2021-01-12","2","630862430815","昭通冰糖心丑苹果新鲜10斤脆甜应当季红富士苹果整箱云南萍果水果","24.90","https://detail.tmall.com/item.htm?id=630862430815&ns=1&abbucket=3","8500+人收货","鲜彰旗舰店","云南 昭通","https://store.taobao.com/shop/view_shop.htm?user_number_id=3956934063"
"2021-01-12","2","620898053119","苹果水果冰糖心10斤新鲜当季整箱孕妇脆甜陕西丑苹果红富士包邮","19.90","https://detail.tmall.com/item.htm?id=620898053119&ns=1&abbucket=3","8000+人收货","小城外旗舰店","陕西 西安","https://store.taobao.com/shop/view_shop.htm?user_number_id=3229923698"
"2021-01-12","2","626592616774","陕西洛川苹果10斤新鲜水果红富士丑苹果应当季整箱包邮脆甜冰糖心","38.60","https://detail.tmall.com/item.htm?id=626592616774&ns=1&abbucket=3","8000+人收货","小憨孩旗舰店","陕西 延安","https://store.taobao.com/shop/view_shop.htm?user_number_id=3408811717"
"2021-01-12","2","628132594224","盒马新疆阿克苏冰糖心苹果净重5斤单果80mm+当季新鲜水果红富士","39.90","https://detail.tmall.com/item.htm?id=628132594224&ns=1&abbucket=3","8000+人收货","盒马鲜生旗舰店","上海","https://store.taobao.com/shop/view_shop.htm?user_number_id=3012860579"
"2021-01-12","2","625947265705","陕西冰糖心苹果水果新鲜当季整箱10斤装平果应季脆甜丑萍果红富士","17.80","https://detail.tmall.com/item.htm?id=625947265705&ns=1&abbucket=3","8000+人收货","福瑞达旗舰店","陕西 西安","https://store.taobao.com/shop/view_shop.htm?user_number_id=2627785630"
"2021-01-12","2","630674503542","山西冰糖心苹果新鲜10斤当季水果整箱现摘应季脆甜红富士丑萍果一","12.80","https://detail.tmall.com/item.htm?id=630674503542&ns=1&abbucket=3","7500+人收货","果乐芬旗舰店","山西 运城","https://store.taobao.com/shop/view_shop.htm?user_number_id=2200710642993"
"2021-01-12","2","624253842600","甘肃天水花牛苹果10斤当季新鲜水果应季蛇果孕妇平安果圣诞整箱","19.80","https://detail.tmall.com/item.htm?id=624253842600&ns=1&abbucket=3","7500+人收货","喜多鲜旗舰店","甘肃 天水","https://store.taobao.com/shop/view_shop.htm?user_number_id=4179999320"
"2021-01-12","2","603421899528","洛川苹果新鲜陕西延安红富士苹果9斤净重陕北脆甜当季平顺丰包邮","33.80","https://detail.tmall.com/item.htm?id=603421899528&ns=1&abbucket=3","7500+人收货","阳光之爱食品旗舰店","陕西 延安","https://store.taobao.com/shop/view_shop.htm?user_number_id=4060369956"
"2021-01-12","2","629665821447","【聚小美】红富士苹果新鲜水果当季应季苹果陕西苹果整箱包邮批发","19.80","https://detail.tmall.com/item.htm?id=629665821447&ns=1&abbucket=3","7000+人收货","聚小美旗舰店","陕西 西安","https://store.taobao.com/shop/view_shop.htm?user_number_id=2203448594855"
"2021-01-12","2","624417120644","正宗洛川红富士苹果新鲜水果当季脆甜整箱10斤陕西延安冰糖心包邮","44.80","https://detail.tmall.com/item.htm?id=624417120644&ns=1&abbucket=3","7000+人收货","尧坝旗舰店","陕西 延安","https://store.taobao.com/shop/view_shop.htm?user_number_id=2325072251"
"2021-01-12","2","633388079673","冰糖心苹果水果10斤新鲜红富士当季山西丑萍果整箱比新疆阿克苏好","22.80","https://detail.tmall.com/item.htm?id=633388079673&ns=1&abbucket=3","7000+人收货","御品一园旗舰店","山西 运城","https://store.taobao.com/shop/view_shop.htm?user_number_id=4010013173"
"2021-01-12","2","606997745796","山东烟台苹果栖霞红富士脆甜包邮带箱10斤一级水果新鲜当季整箱丑","14.80","https://detail.tmall.com/item.htm?id=606997745796&ns=1&abbucket=3","7000+人收货","日日顺乐农旗舰店","山东 烟台","https://store.taobao.com/shop/view_shop.htm?user_number_id=2206555042370"
"2021-01-12","2","614086067936","苹果水果洛川红富士10新鲜当季整箱脆甜陕西延安5斤冰糖心包邮","33.80","https://detail.tmall.com/item.htm?id=614086067936&ns=1&abbucket=3","6500+人收货","小城外旗舰店","陕西 铜川","https://store.taobao.com/shop/view_shop.htm?user_number_id=3229923698"
"2021-01-12","2","623729380251","云南昭通丑苹果新鲜水果当季整箱9斤现摘应季冰糖心10萍果盐源","29.80","https://detail.tmall.com/item.htm?id=623729380251&ns=1&abbucket=3","6000+人收货","绿念旗舰店","云南 昭通","https://store.taobao.com/shop/view_shop.htm?user_number_id=2926862984"
"2021-01-12","2","630844805410","苹果水果礼盒装送人一箱烟台栖霞带字红富士烟台新鲜当季整箱年货","45.60","https://detail.tmall.com/item.htm?id=630844805410&ns=1&abbucket=3","6000+人收货","梦强旗舰店","山东 烟台","https://store.taobao.com/shop/view_shop.htm?user_number_id=2200577669895"
"2021-01-12","2","634524398558","烟台红富士苹果10斤新鲜水果脆甜苹果5栖霞整箱批发精选包邮","16.90","https://detail.tmall.com/item.htm?id=634524398558&ns=1&abbucket=3","6000+人收货","猕鲜人食品旗舰店","山东 烟台","https://store.taobao.com/shop/view_shop.htm?user_number_id=2209090486528"
"2021-01-12","2","622022809321","正宗烟台红富士苹果水果新鲜当季整箱5斤栖霞苹果脆甜一级大果","38.90","https://detail.tmall.com/item.htm?id=622022809321&ns=1&abbucket=3","6000+人收货","鲁发果品旗舰店","山东 烟台","https://store.taobao.com/shop/view_shop.htm?user_number_id=2207803560429"
"2021-01-12","2","602311202191","烟台黄金帅苹果黄元帅苹果10斤水果新鲜面黄香蕉当季金帅5斤整箱","12.90","https://detail.tmall.com/item.htm?id=602311202191&ns=1&abbucket=3","5500+人收货","顾一旗舰店","山东 烟台","https://store.taobao.com/shop/view_shop.htm?user_number_id=3529747702"
"2021-01-12","2","634637412570","正宗的农家山东烟台红富士苹果水果新鲜当季一整箱发产地直发","20.80","https://detail.tmall.com/item.htm?id=634637412570&ns=1&abbucket=3","5500+人收货","吞粮旗舰店","山东 烟台","https://store.taobao.com/shop/view_shop.htm?user_number_id=2206435915016"
"2021-01-12","2","629145745278","辽宁大连黄元帅苹果5斤包邮水果新鲜当季整箱黄金帅刮泥黄香蕉10","19.90","https://detail.tmall.com/item.htm?id=629145745278&ns=1&abbucket=3","5500+人收货","日日顺乐农旗舰店","辽宁 大连","https://store.taobao.com/shop/view_shop.htm?user_number_id=2206555042370"
"2021-01-12","2","628836807504","烟台苹果黄金帅10斤装黄元帅水果新鲜当季整箱黄香蕉甜粉面刮平果","29.90","https://detail.tmall.com/item.htm?id=628836807504&ns=1&abbucket=3","5000+人收货","沁园春水果旗舰店","山东 烟台","https://store.taobao.com/shop/view_shop.htm?user_number_id=3039085157"
"2021-01-12","2","632301171031","(顺丰)新疆阿克苏冰糖心苹果5/10斤当季新鲜水果整箱红富士丑苹果","21.80","https://detail.tmall.com/item.htm?id=632301171031&ns=1&abbucket=3","5000+人收货","甜畅旗舰店","新疆 阿克苏","https://store.taobao.com/shop/view_shop.htm?user_number_id=2207845625905"
"2021-01-12","2","632947225151","新鲜花牛苹果10斤水果圣诞果整箱平安果应当季蛇果平安夜节包邮","14.80","https://detail.tmall.com/item.htm?id=632947225151&ns=1&abbucket=3","5000+人收货","红高粱食品旗舰店","陕西 西安","https://store.taobao.com/shop/view_shop.htm?user_number_id=2830136561"
"2021-01-12","2","625820007338","陕西高原红富士苹果脆甜冰糖心应季丑苹果新鲜水果10斤一整箱包邮","20.80","https://detail.tmall.com/item.htm?id=625820007338&ns=1&abbucket=3","5000+人收货","五妹果果旗舰店","陕西 渭南","https://store.taobao.com/shop/view_shop.htm?user_number_id=2208835217060"
"2021-01-12","2","589900772459","山东烟台红富士苹果水果新鲜带箱脆甜当季一级整箱10礼盒装斤包邮","35.80","https://detail.tmall.com/item.htm?id=589900772459&ns=1&abbucket=3","5000+人收货","顾一旗舰店","山东 烟台","https://store.taobao.com/shop/view_shop.htm?user_number_id=3529747702"
"2021-01-12","2","628358868931","盐源冰糖心丑苹果10斤新鲜水果当季整箱昭通大凉山野生红富士苹果","21.90","https://detail.tmall.com/item.htm?id=628358868931&ns=1&abbucket=3","5000+人收货","探味君旗舰店","四川 凉山","https://store.taobao.com/shop/view_shop.htm?user_number_id=2271279753"
"2021-01-12","2","606540140649","苹果水果新鲜10斤山西红富士脆甜当季水果整箱批冰糖心丑苹果包邮","28.50","https://item.taobao.com/item.htm?id=606540140649&ns=1&abbucket=3#detail","5000+人收货","平阳特色农品馆yz","山西 临汾","https://store.taobao.com/shop/view_shop.htm?user_number_id=3392960944"
"2021-01-12","2","621502033486","苹果水果冰糖心10斤丑苹果新鲜山西红富士当季脆甜整箱批发包邮","26.80","https://detail.tmall.com/item.htm?id=621502033486&ns=1&abbucket=3","5000+人收货","舌尖芬芳旗舰店","山西 运城","https://store.taobao.com/shop/view_shop.htm?user_number_id=2208272055048"
"2021-01-12","2","632539073998","山东烟台栖霞红富士苹果10整箱斤当季儿童孕妇新鲜水果脆甜多汁5","13.80","https://detail.tmall.com/item.htm?id=632539073998&ns=1&abbucket=3","4915人收货","果兹社旗舰店","山东 烟台","https://store.taobao.com/shop/view_shop.htm?user_number_id=2206705930848"
"2021-01-12","2","628975129108","东北冻梨大黑梨正宗大冻梨冬梨延边苹果梨5斤冻秋梨新鲜水果特产","19.80","https://detail.tmall.com/item.htm?id=628975129108&ns=1&abbucket=3","4902人收货","华创食品专营店","吉林 松原","https://store.taobao.com/shop/view_shop.htm?user_number_id=2200590357415"
"2021-01-12","2","617638315449","新疆阿克苏冰糖心苹果10斤新鲜红富士水果应当季丑萍果5整箱包邮","21.80","https://detail.tmall.com/item.htm?id=617638315449&ns=1&abbucket=3","4854人收货","山果演义旗舰店","河南 三门峡","https://store.taobao.com/shop/view_shop.htm?user_number_id=2074474193"
"2021-01-12","2","632337302895","山西红富士苹果脆甜平果10斤当季水果苹果整箱新鲜冰糖心丑苹果5","11.80","https://detail.tmall.com/item.htm?id=632337302895&ns=1&abbucket=3","4843人收货","果恋多旗舰店","山西 运城","https://store.taobao.com/shop/view_shop.htm?user_number_id=2201299362891"
"2021-01-12","2","627209174468","陕西红富士苹果新鲜水果当应季整箱10斤包邮现摘嘎啦脆甜丑苹果","9.90","https://detail.tmall.com/item.htm?id=627209174468&ns=1&abbucket=3","4836人收货","仙果岭旗舰店","陕西 西安","https://store.taobao.com/shop/view_shop.htm?user_number_id=3322916880"
"2021-01-12","2","607287308612","正宗陕西洛川红富士苹果水果新鲜现摘一级脆甜应当季整箱10斤包邮","54.80","https://detail.tmall.com/item.htm?id=607287308612&ns=1&abbucket=3","4782人收货","堡鲜生旗舰店","陕西 延安","https://store.taobao.com/shop/view_shop.htm?user_number_id=2200783283789"
"2021-01-12","2","631653892597","【金星推荐】姐选好物甘肃天水花牛非蛇果新鲜苹果大果蛇果10斤装","25.90","https://detail.tmall.com/item.htm?id=631653892597&ns=1&abbucket=3","4692人收货","欣新农人旗舰店","甘肃 天水","https://store.taobao.com/shop/view_shop.htm?user_number_id=2209081152680"
"2021-01-12","2","632793687465","奶油富士苹果山东新鲜水果白色吃的烟台黄金苹果当季包邮10斤","21.90","https://detail.tmall.com/item.htm?id=632793687465&ns=1&abbucket=3","4641人收货","玉佑帅食品旗舰店","山东 烟台","https://store.taobao.com/shop/view_shop.htm?user_number_id=2208930649395"
"2021-01-12","2","611440174702","奶油富士苹果水果新鲜10牛奶黄金白色冰糖心5斤山东烟台当季整箱","29.80","https://detail.tmall.com/item.htm?id=611440174702&ns=1&abbucket=3","4483人收货","梦强旗舰店","山东 烟台","https://store.taobao.com/shop/view_shop.htm?user_number_id=2200577669895"
"2021-01-12","2","630665907059","【薇娅推荐】盒马阿克苏冰糖心苹果光果净重8斤单果80mm+当季新鲜","59.90","https://detail.tmall.com/item.htm?id=630665907059&ns=1&abbucket=3","4420人收货","盒马鲜生旗舰店","上海","https://store.taobao.com/shop/view_shop.htm?user_number_id=3012860579"
